Country,Year,Production_Mb,Consumption_Mb,Reserves_Gb,Price_Brent,R_to_P_Years,has_reserve,has_production,has_consumption,coverage_pct
Czech Republic,2001,,0.0642,,24.44,,False,False,True,0.3333
Czech Republic,2002,,0.0624,,25.02,,False,False,True,0.3333
Czech Republic,2003,,0.0668,,28.83,,False,False,True,0.3333
Czech Republic,2004,,0.0734,,38.27,,False,False,True,0.3333
Czech Republic,2005,,0.0766,,54.52,,False,False,True,0.3333
Czech Republic,2006,,0.0752,,65.14,,False,False,True,0.3333
Czech Republic,2007,,0.0748,,72.39,,False,False,True,0.3333
Czech Republic,2008,,0.0752,,97.26,,False,False,True,0.3333
Czech Republic,2009,,0.0726,,61.67,,False,False,True,0.3333
Czech Republic,2010,,0.069,,79.5,,False,False,True,0.3333
Czech Republic,2011,,0.0697,,111.26,,False,False,True,0.3333
Czech Republic,2012,,0.069,,111.67,,False,False,True,0.3333
Czech Republic,2013,,0.0661,,108.66,,False,False,True,0.3333
Czech Republic,2014,,0.0701,,98.95,,False,False,True,0.3333
Czech Republic,2015,,0.0672,,52.39,,False,False,True,0.3333
Czech Republic,2016,,0.0628,,43.73,,False,False,True,0.3333
Czech Republic,2017,,0.0748,,54.19,,False,False,True,0.3333
Czech Republic,2018,,0.0756,,71.31,,False,False,True,0.3333
Czech Republic,2019,,0.0763,,64.21,,False,False,True,0.3333
Czech Republic,2020,,0.0661,,41.84,,False,False,True,0.3333
Czech Republic,2021,,0.0734,,70.91,,False,False,True,0.3333
Czech Republic,2022,,0.0704,,101.32,,False,False,True,0.3333
Czech Republic,2023,,0.0697,,82.64,,False,False,True,0.3333
Czech Republic,2024,,0.0728,,80.76,,False,False,True,0.3333
Denmark,1980,0.0022,0.0982,0.5,36.83,228310.5023,True,True,True,1.0
Denmark,1981,0.0055,0.0931,0.4,35.93,73059.3607,True,True,True,1.0
Denmark,1982,0.0124,0.0807,0.3,32.97,24174.0532,True,True,True,1.0
Denmark,1983,0.0157,0.0766,0.3,29.55,19114.3676,True,True,True,1.0
Denmark,1984,0.0172,0.0756,0.5,28.78,29146.0216,True,True,True,1.0
Denmark,1985,0.0219,0.0781,0.4,27.56,18264.8402,True,True,True,1.0
Denmark,1986,0.027,0.077,0.4,14.43,14809.3299,True,True,True,1.0
Denmark,1987,0.0339,0.0715,0.4,18.44,11783.7679,True,True,True,1.0
Denmark,1988,0.035,0.0704,0.5,14.92,14269.4064,True,True,True,1.0
Denmark,1989,0.0409,0.0683,0.6,18.23,14677.1037,True,True,True,1.0
Denmark,1990,0.0442,0.0672,0.6,23.73,13585.4183,True,True,True,1.0
Denmark,1991,0.0518,0.0679,0.6,20.0,11576.3072,True,True,True,1.0
Denmark,1992,0.0573,0.0675,0.7,19.32,12215.339,True,True,True,1.0
Denmark,1993,0.0613,0.0704,0.7,16.97,11415.5251,True,True,True,1.0
Denmark,1994,0.0675,0.0748,0.8,15.82,11847.4639,True,True,True,1.0
Denmark,1995,0.0679,0.0785,0.9,17.02,13256.7388,True,True,True,1.0
Denmark,1996,0.0759,0.0854,0.9,20.67,11854.5838,True,True,True,1.0
Denmark,1997,0.084,0.0829,0.9,19.09,10720.6671,True,True,True,1.0
Denmark,1998,0.0869,0.0803,0.9,12.72,10360.3085,True,True,True,1.0
Denmark,1999,0.1091,0.0796,0.9,17.97,8246.667,True,True,True,1.0
Denmark,2000,0.1325,0.077,1.1,28.5,8302.2001,True,True,True,1.0
Denmark,2001,0.127,0.0741,1.3,24.44,10234.6087,True,True,True,1.0
Denmark,2002,0.1354,0.0715,1.3,25.02,9600.1182,True,True,True,1.0
Denmark,2003,0.1343,0.0686,1.3,28.83,9678.38,True,True,True,1.0
Denmark,2004,0.1424,0.0675,1.3,38.27,9132.4201,True,True,True,1.0
Denmark,2005,0.1387,0.0683,1.3,54.52,9372.7469,True,True,True,1.0
Denmark,2006,0.1263,0.069,1.2,65.14,9501.94,True,True,True,1.0
Denmark,2007,0.1135,0.0694,1.1,72.39,9690.3493,True,True,True,1.0
Denmark,2008,0.1048,0.0683,0.8,97.26,7636.867,True,True,True,1.0
Denmark,2009,0.0967,0.0617,0.9,61.67,9304.7299,True,True,True,1.0
Denmark,2010,0.0909,0.0635,0.9,79.5,9902.6242,True,True,True,1.0
Denmark,2011,0.0821,0.0606,0.8,111.26,9741.2481,True,True,True,1.0
Denmark,2012,0.0745,0.0562,0.7,111.67,9401.0207,True,True,True,1.0
Denmark,2013,0.065,0.0548,0.7,108.66,10774.2035,True,True,True,1.0
Denmark,2014,0.061,0.0548,0.6,98.95,9843.327,True,True,True,1.0
Denmark,2015,0.0577,0.0558,0.5,52.39,8670.0191,True,True,True,1.0
Denmark,2016,0.0518,0.0558,0.4,43.73,7717.5381,True,True,True,1.0
Denmark,2017,0.0504,0.0558,0.4,54.19,7941.2349,True,True,True,1.0
Denmark,2018,0.0423,0.0562,0.4,71.31,9447.3311,True,True,True,1.0
Denmark,2019,0.0376,0.069,0.4,64.21,10639.7127,True,True,True,1.0
Denmark,2020,0.0263,0.0569,0.4,41.84,15220.7002,True,True,True,1.0
Denmark,2021,0.0241,0.0496,,70.91,,False,True,True,0.6667
Denmark,2022,0.0237,0.0526,,101.32,,False,True,True,0.6667
Denmark,2023,0.0219,0.057,,82.64,,False,True,True,0.6667
Denmark,2024,0.0219,0.0573,,80.76,,False,True,True,0.6667
Eastern Africa,1980,,0.0686,,36.83,,False,False,True,0.3333
Eastern Africa,1981,,0.0679,,35.93,,False,False,True,0.3333
Eastern Africa,1982,,0.0661,,32.97,,False,False,True,0.3333
Eastern Africa,1983,,0.0657,,29.55,,False,False,True,0.3333
Eastern Africa,1984,,0.0631,,28.78,,False,False,True,0.3333
Eastern Africa,1985,,0.0668,,27.56,,False,False,True,0.3333
Eastern Africa,1986,,0.0664,,14.43,,False,False,True,0.3333
Eastern Africa,1987,,0.0694,,18.44,,False,False,True,0.3333
Eastern Africa,1988,,0.0759,,14.92,,False,False,True,0.3333
Eastern Africa,1989,,0.0774,,18.23,,False,False,True,0.3333
Eastern Africa,1990,,0.0799,,23.73,,False,False,True,0.3333
Eastern Africa,1991,,0.0774,,20.0,,False,False,True,0.3333
Eastern Africa,1992,,0.0766,,19.32,,False,False,True,0.3333
Eastern Africa,1993,,0.081,,16.97,,False,False,True,0.3333
Eastern Africa,1994,,0.0843,,15.82,,False,False,True,0.3333
Eastern Africa,1995,,0.0854,,17.02,,False,False,True,0.3333
Eastern Africa,1996,,0.0869,,20.67,,False,False,True,0.3333
Eastern Africa,1997,,0.0916,,19.09,,False,False,True,0.3333
Eastern Africa,1998,,0.0909,,12.72,,False,False,True,0.3333
Eastern Africa,1999,,0.0967,,17.97,,False,False,True,0.3333
Eastern Africa,2000,,0.0956,,28.5,,False,False,True,0.3333
Eastern Africa,2001,,0.1062,,24.44,,False,False,True,0.3333
Eastern Africa,2002,,0.1055,,25.02,,False,False,True,0.3333
Eastern Africa,2003,,0.1069,,28.83,,False,False,True,0.3333
Eastern Africa,2004,,0.1132,,38.27,,False,False,True,0.3333
Eastern Africa,2005,,0.1212,,54.52,,False,False,True,0.3333
Eastern Africa,2006,,0.1288,,65.14,,False,False,True,0.3333
Eastern Africa,2007,,0.1343,,72.39,,False,False,True,0.3333
Eastern Africa,2008,,0.1376,,97.26,,False,False,True,0.3333
Eastern Africa,2009,,0.1467,,61.67,,False,False,True,0.3333
Eastern Africa,2010,,0.1562,,79.5,,False,False,True,0.3333
Eastern Africa,2011,,0.1632,,111.26,,False,False,True,0.3333
Eastern Africa,2012,,0.1767,,111.67,,False,False,True,0.3333
Eastern Africa,2013,,0.1876,,108.66,,False,False,True,0.3333
Eastern Africa,2014,,0.1956,,98.95,,False,False,True,0.3333
Eastern Africa,2015,,0.2117,,52.39,,False,False,True,0.3333
Eastern Africa,2016,,0.2186,,43.73,,False,False,True,0.3333
Eastern Africa,2017,,0.234,,54.19,,False,False,True,0.3333
Eastern Africa,2018,,0.2456,,71.31,,False,False,True,0.3333
Eastern Africa,2019,,0.2573,,64.21,,False,False,True,0.3333
Eastern Africa,2020,,0.2289,,41.84,,False,False,True,0.3333
Eastern Africa,2021,,0.2486,,70.91,,False,False,True,0.3333
Eastern Africa,2022,,0.2569,,101.32,,False,False,True,0.3333
Eastern Africa,2023,,0.2624,,82.64,,False,False,True,0.3333
Eastern Africa,2024,,0.2669,,80.76,,False,False,True,0.3333
Ecuador,1980,,,0.6,36.83,,True,False,False,0.3333
Ecuador,1981,,,0.5,35.93,,True,False,False,0.3333
Ecuador,1982,,,0.5,32.97,,True,False,False,0.3333
Ecuador,1983,,,0.5,29.55,,True,False,False,0.3333
Ecuador,1984,,,0.7,28.78,,True,False,False,0.3333
Ecuador,1985,,,0.7,27.56,,True,False,False,0.3333
Ecuador,1986,,,0.7,14.43,,True,False,False,0.3333
Ecuador,1987,,,0.9,18.44,,True,False,False,0.3333
Ecuador,1988,,,0.9,14.92,,True,False,False,0.3333
Ecuador,1989,,,0.8,18.23,,True,False,False,0.3333
Ecuador,1990,,,0.8,23.73,,True,False,False,0.3333
Ecuador,1991,,,0.9,20.0,,True,False,False,0.3333
Ecuador,1992,,,1.9,19.32,,True,False,False,0.3333
Ecuador,1993,,,2.1,16.97,,True,False,False,0.3333
Ecuador,1994,,,2.0,15.82,,True,False,False,0.3333
Ecuador,1995,,,2.0,17.02,,True,False,False,0.3333
Ecuador,1996,,,2.0,20.67,,True,False,False,0.3333
Ecuador,1997,,,2.1,19.09,,True,False,False,0.3333
Ecuador,1998,,,2.4,12.72,,True,False,False,0.3333
Ecuador,1999,,,2.6,17.97,,True,False,False,0.3333
Ecuador,2000,,,2.7,28.5,,True,False,False,0.3333
Ecuador,2001,,,3.4,24.44,,True,False,False,0.3333
Ecuador,2002,,,3.7,25.02,,True,False,False,0.3333
Ecuador,2003,,,3.7,28.83,,True,False,False,0.3333
Ecuador,2004,,,3.7,38.27,,True,False,False,0.3333
Ecuador,2005,,,2.6,54.52,,True,False,False,0.3333
Ecuador,2006,,,2.4,65.14,,True,False,False,0.3333
Ecuador,2007,,,2.5,72.39,,True,False,False,0.3333
Ecuador,2008,,,2.5,97.26,,True,False,False,0.3333
Ecuador,2009,,,2.7,61.67,,True,False,False,0.3333
Ecuador,2010,,,2.1,79.5,,True,False,False,0.3333
Ecuador,2011,,,2.0,111.26,,True,False,False,0.3333
Ecuador,2012,,,1.9,111.67,,True,False,False,0.3333
Ecuador,2013,,,2.1,108.66,,True,False,False,0.3333
Ecuador,2014,,,1.8,98.95,,True,False,False,0.3333
Ecuador,2015,,,1.8,52.39,,True,False,False,0.3333
Ecuador,2016,,,1.7,43.73,,True,False,False,0.3333
Ecuador,2017,,,1.6,54.19,,True,False,False,0.3333
Ecuador,2018,,,1.3,71.31,,True,False,False,0.3333
Ecuador,2019,,,1.3,64.21,,True,False,False,0.3333
Ecuador,2020,,,1.3,41.84,,True,False,False,0.3333
Egypt,1980,0.2117,0.0934,2.9,36.83,13698.6301,True,True,True,1.0
Egypt,1981,0.2292,0.108,3.5,35.93,15269.1737,True,True,True,1.0
Egypt,1982,0.2376,0.1226,3.7,32.97,15571.4075,True,True,True,1.0
Egypt,1983,0.2599,0.1347,4.0,29.55,15391.7193,True,True,True,1.0
Egypt,1984,0.2978,0.1453,4.0,28.78,13430.0295,True,True,True,1.0
Egypt,1985,0.3219,0.1482,3.8,27.56,11803.8083,True,True,True,1.0
Egypt,1986,0.2942,0.1489,4.5,14.43,15296.2371,True,True,True,1.0
Egypt,1987,0.3311,0.1573,4.7,18.44,14197.0367,True,True,True,1.0
Egypt,1988,0.3172,0.1566,4.3,14.92,13556.7571,True,True,True,1.0
Egypt,1989,0.3205,0.1628,4.3,18.23,13417.7926,True,True,True,1.0
Egypt,1990,0.3274,0.1668,3.5,23.73,10690.1239,True,True,True,1.0
Egypt,1991,0.327,0.1639,3.5,20.0,10702.0548,True,True,True,1.0
Egypt,1992,0.3307,0.1577,3.4,19.32,10281.5326,True,True,True,1.0
Egypt,1993,0.3435,0.1493,3.4,16.97,9899.1164,True,True,True,1.0
Egypt,1994,0.3362,0.1559,3.9,15.82,11601.4457,True,True,True,1.0
Egypt,1995,0.3373,0.169,3.8,17.02,11267.2715,True,True,True,1.0
Egypt,1996,0.3263,0.1781,3.8,20.67,11645.3679,True,True,True,1.0
Egypt,1997,0.3186,0.1891,3.7,19.09,11611.6682,True,True,True,1.0
Egypt,1998,0.3128,0.1989,3.8,12.72,12148.1434,True,True,True,1.0
Egypt,1999,0.3019,0.2051,3.8,17.97,12588.8258,True,True,True,1.0
Egypt,2000,0.2843,0.2018,3.6,28.5,12661.1216,True,True,True,1.0
Egypt,2001,0.2767,0.1934,3.7,24.44,13373.3329,True,True,True,1.0
Egypt,2002,0.2741,0.1931,3.5,25.02,12768.3636,True,True,True,1.0
Egypt,2003,0.2738,0.1986,3.5,28.83,12785.3881,True,True,True,1.0
Egypt,2004,0.2559,0.2091,3.6,38.27,14069.9197,True,True,True,1.0
Egypt,2005,0.2453,0.2212,3.7,54.52,15084.801,True,True,True,1.0
Egypt,2006,0.2478,0.2168,3.7,65.14,14929.2876,True,True,True,1.0
Egypt,2007,0.2548,0.2343,4.1,72.39,16092.9466,True,True,True,1.0
Egypt,2008,0.261,0.2478,4.2,97.26,16093.4955,True,True,True,1.0
Egypt,2009,0.2664,0.261,4.4,61.67,16513.4172,True,True,True,1.0
Egypt,2010,0.2646,0.2686,4.5,79.5,17005.196,True,True,True,1.0
Egypt,2011,0.2606,0.2719,4.3,111.26,16499.7506,True,True,True,1.0
Egypt,2012,0.261,0.2767,4.2,111.67,16093.4955,True,True,True,1.0
Egypt,2013,0.2592,0.28,3.9,108.66,15049.1993,True,True,True,1.0
Egypt,2014,0.2606,0.2924,3.7,98.95,14197.4598,True,True,True,1.0
Egypt,2015,0.265,0.2982,3.5,52.39,13208.0456,True,True,True,1.0
Egypt,2016,0.2522,0.3077,3.4,43.73,13480.5622,True,True,True,1.0
Egypt,2017,0.2409,0.2953,3.3,54.19,13698.6301,True,True,True,1.0
Egypt,2018,0.246,0.2654,3.2,71.31,13007.6013,True,True,True,1.0
Egypt,2019,0.2383,0.2526,3.1,64.21,13006.3563,True,True,True,1.0
Egypt,2020,0.2307,0.2216,3.1,41.84,13438.5296,True,True,True,1.0
Egypt,2021,0.2219,0.2387,,70.91,,False,True,True,0.6667
Egypt,2022,0.2248,0.2758,,101.32,,False,True,True,0.6667
Egypt,2023,0.2226,0.2703,,82.64,,False,True,True,0.6667
Egypt,2024,0.2325,0.2853,,80.76,,False,True,True,0.6667
Equatorial Guinea,1980,,,,36.83,,False,False,False,0.0
Equatorial Guinea,1981,,,,35.93,,False,False,False,0.0
Equatorial Guinea,1982,,,,32.97,,False,False,False,0.0
Equatorial Guinea,1983,,,,29.55,,False,False,False,0.0
Equatorial Guinea,1984,,,,28.78,,False,False,False,0.0
Equatorial Guinea,1985,,,,27.56,,False,False,False,0.0
Equatorial Guinea,1986,,,,14.43,,False,False,False,0.0
Equatorial Guinea,1987,,,,18.44,,False,False,False,0.0
Equatorial Guinea,1988,,,,14.92,,False,False,False,0.0
Equatorial Guinea,1989,,,,18.23,,False,False,False,0.0
Equatorial Guinea,1990,,,,23.73,,False,False,False,0.0
Equatorial Guinea,1991,,,0.3,20.0,,True,False,False,0.3333
Equatorial Guinea,1992,0.0007,,0.3,19.32,410958.9041,True,True,False,0.6667
Equatorial Guinea,1993,0.0018,,0.3,16.97,164383.5616,True,True,False,0.6667
Equatorial Guinea,1994,0.0018,,0.3,15.82,164383.5616,True,True,False,0.6667
Equatorial Guinea,1995,0.0026,,0.6,17.02,234833.6595,True,True,False,0.6667
Equatorial Guinea,1996,0.0062,,0.6,20.67,96696.2127,True,True,False,0.6667
Equatorial Guinea,1997,0.0219,,0.6,19.09,27397.2603,True,True,False,0.6667
Equatorial Guinea,1998,0.0303,,0.6,12.72,19805.2484,True,True,False,0.6667
Equatorial Guinea,1999,0.0365,,0.6,17.97,16438.3562,True,True,False,0.6667
Equatorial Guinea,2000,0.0431,,0.8,28.5,18574.4137,True,True,False,0.6667
Equatorial Guinea,2001,0.0708,,1.1,24.44,15534.529,True,True,False,0.6667
Equatorial Guinea,2002,0.084,,1.1,25.02,13103.0375,True,True,False,0.6667
Equatorial Guinea,2003,0.0971,,1.3,28.83,13389.6385,True,True,False,0.6667
Equatorial Guinea,2004,0.1281,,1.8,38.27,14049.8771,True,True,False,0.6667
Equatorial Guinea,2005,0.1387,,1.8,54.52,12977.6496,True,True,False,0.6667
Equatorial Guinea,2006,0.1329,,1.8,65.14,13548.0957,True,True,False,0.6667
Equatorial Guinea,2007,0.1365,,1.7,72.39,12453.3001,True,True,False,0.6667
Equatorial Guinea,2008,0.1347,,1.7,97.26,12622.044,True,True,False,0.6667
Equatorial Guinea,2009,0.1212,,1.7,61.67,14028.7176,True,True,False,0.6667
Equatorial Guinea,2010,0.1117,,1.7,79.5,15220.7002,True,True,False,0.6667
Equatorial Guinea,2011,0.1099,,1.7,111.26,15473.5357,True,True,False,0.6667
Equatorial Guinea,2012,0.1168,,1.7,111.67,14554.7945,True,True,False,0.6667
Equatorial Guinea,2013,0.1029,,1.7,108.66,16516.0789,True,True,False,0.6667
Equatorial Guinea,2014,0.1037,,1.1,98.95,10611.6149,True,True,False,0.6667
Equatorial Guinea,2015,0.0949,,1.1,52.39,11591.1486,True,True,False,0.6667
Equatorial Guinea,2016,0.0814,,1.1,43.73,13514.3436,True,True,False,0.6667
Equatorial Guinea,2017,0.0712,,1.1,54.19,15454.8648,True,True,False,0.6667
Equatorial Guinea,2018,0.0642,,1.1,71.31,17123.2877,True,True,False,0.6667
Equatorial Guinea,2019,0.0584,,1.1,64.21,18835.6164,True,True,False,0.6667
Equatorial Guinea,2020,0.0577,,1.1,41.84,19074.042,True,True,False,0.6667
Equatorial Guinea,2021,0.0478,,,70.91,,False,True,False,0.3333
Equatorial Guinea,2022,0.0442,,,101.32,,False,True,False,0.3333
Equatorial Guinea,2023,0.0321,,,82.64,,False,True,False,0.3333
Equatorial Guinea,2024,0.0354,,,80.76,,False,True,False,0.3333
Estonia,1980,,,,36.83,,False,False,False,0.0
Estonia,1981,,,,35.93,,False,False,False,0.0
Estonia,1982,,,,32.97,,False,False,False,0.0
Estonia,1983,,,,29.55,,False,False,False,0.0
Estonia,1984,,,,28.78,,False,False,False,0.0
Estonia,1985,,0.0241,,27.56,,False,False,True,0.3333
Estonia,1986,,0.0237,,14.43,,False,False,True,0.3333
Estonia,1987,,0.0241,,18.44,,False,False,True,0.3333
Estonia,1988,,0.0241,,14.92,,False,False,True,0.3333
Estonia,1989,,0.0248,,18.23,,False,False,True,0.3333
Estonia,1990,,0.0245,,23.73,,False,False,True,0.3333
Estonia,1991,,0.0215,,20.0,,False,False,True,0.3333
Estonia,1992,,0.0113,,19.32,,False,False,True,0.3333
Estonia,1993,,0.012,,16.97,,False,False,True,0.3333
Estonia,1994,,0.0113,,15.82,,False,False,True,0.3333
Estonia,1995,,0.0088,,17.02,,False,False,True,0.3333
Estonia,1996,,0.0095,,20.67,,False,False,True,0.3333
Estonia,1997,,0.0095,,19.09,,False,False,True,0.3333
Estonia,1998,,0.0095,,12.72,,False,False,True,0.3333
Estonia,1999,,0.0091,,17.97,,False,False,True,0.3333
Estonia,2000,,0.008,,28.5,,False,False,True,0.3333
Estonia,2001,,0.0095,,24.44,,False,False,True,0.3333
Estonia,2002,,0.0106,,25.02,,False,False,True,0.3333
Estonia,2003,,0.0099,,28.83,,False,False,True,0.3333
Estonia,2004,,0.0099,,38.27,,False,False,True,0.3333
Estonia,2005,,0.0102,,54.52,,False,False,True,0.3333
Estonia,2006,,0.0106,,65.14,,False,False,True,0.3333
Estonia,2007,,0.0113,,72.39,,False,False,True,0.3333
Estonia,2008,,0.011,,97.26,,False,False,True,0.3333
Estonia,2009,,0.0099,,61.67,,False,False,True,0.3333
Estonia,2010,,0.0102,,79.5,,False,False,True,0.3333
Estonia,2011,,0.0099,,111.26,,False,False,True,0.3333
Estonia,2012,,0.0117,,111.67,,False,False,True,0.3333
Estonia,2013,,0.0113,,108.66,,False,False,True,0.3333
Estonia,2014,,0.0106,,98.95,,False,False,True,0.3333
Estonia,2015,,0.0106,,52.39,,False,False,True,0.3333
Estonia,2016,,0.0106,,43.73,,False,False,True,0.3333
Estonia,2017,,0.011,,54.19,,False,False,True,0.3333
Estonia,2018,,0.011,,71.31,,False,False,True,0.3333
Estonia,2019,,0.0099,,64.21,,False,False,True,0.3333
Estonia,2020,,0.0099,,41.84,,False,False,True,0.3333
Estonia,2021,,0.0099,,70.91,,False,False,True,0.3333
Estonia,2022,,0.0101,,101.32,,False,False,True,0.3333
Estonia,2023,,0.0097,,82.64,,False,False,True,0.3333
Estonia,2024,,0.0095,,80.76,,False,False,True,0.3333
Finland,1980,,0.0916,,36.83,,False,False,True,0.3333
Finland,1981,,0.088,,35.93,,False,False,True,0.3333
Finland,1982,,0.0818,,32.97,,False,False,True,0.3333
Finland,1983,,0.0763,,29.55,,False,False,True,0.3333
Finland,1984,,0.0774,,28.78,,False,False,True,0.3333
Finland,1985,,0.0785,,27.56,,False,False,True,0.3333
Finland,1986,,0.0821,,14.43,,False,False,True,0.3333
Finland,1987,,0.0825,,18.44,,False,False,True,0.3333
Finland,1988,,0.0821,,14.92,,False,False,True,0.3333
Finland,1989,,0.0825,,18.23,,False,False,True,0.3333
Finland,1990,,0.0843,,23.73,,False,False,True,0.3333
Finland,1991,,0.084,,20.0,,False,False,True,0.3333
Finland,1992,,0.0829,,19.32,,False,False,True,0.3333
Finland,1993,,0.0788,,16.97,,False,False,True,0.3333
Finland,1994,,0.0821,,15.82,,False,False,True,0.3333
Finland,1995,,0.0745,,17.02,,False,False,True,0.3333
Finland,1996,,0.0774,,20.67,,False,False,True,0.3333
Finland,1997,,0.0763,,19.09,,False,False,True,0.3333
Finland,1998,,0.0799,,12.72,,False,False,True,0.3333
Finland,1999,,0.0807,,17.97,,False,False,True,0.3333
Finland,2000,,0.0796,,28.5,,False,False,True,0.3333
Finland,2001,,0.0781,,24.44,,False,False,True,0.3333
Finland,2002,,0.0792,,25.02,,False,False,True,0.3333
Finland,2003,,0.0825,,28.83,,False,False,True,0.3333
Finland,2004,,0.0774,,38.27,,False,False,True,0.3333
Finland,2005,,0.0803,,54.52,,False,False,True,0.3333
Finland,2006,,0.0785,,65.14,,False,False,True,0.3333
Finland,2007,,0.0792,,72.39,,False,False,True,0.3333
Finland,2008,,0.0766,,97.26,,False,False,True,0.3333
Finland,2009,,0.0726,,61.67,,False,False,True,0.3333
Finland,2010,,0.0752,,79.5,,False,False,True,0.3333
Finland,2011,,0.0737,,111.26,,False,False,True,0.3333
Finland,2012,,0.0708,,111.67,,False,False,True,0.3333
Finland,2013,,0.0759,,108.66,,False,False,True,0.3333
Finland,2014,,0.0719,,98.95,,False,False,True,0.3333
Finland,2015,,0.0715,,52.39,,False,False,True,0.3333
Finland,2016,,0.0752,,43.73,,False,False,True,0.3333
Finland,2017,,0.073,,54.19,,False,False,True,0.3333
Finland,2018,,0.073,,71.31,,False,False,True,0.3333
Finland,2019,,0.0726,,64.21,,False,False,True,0.3333
Finland,2020,,0.065,,41.84,,False,False,True,0.3333
Finland,2021,,0.0613,,70.91,,False,False,True,0.3333
Finland,2022,,0.0654,,101.32,,False,False,True,0.3333
Finland,2023,,0.0589,,82.64,,False,False,True,0.3333
Finland,2024,,0.0573,,80.76,,False,False,True,0.3333
France,1980,,0.8103,,36.83,,False,False,True,0.3333
France,1981,,0.7384,,35.93,,False,False,True,0.3333
France,1982,,0.6873,,32.97,,False,False,True,0.3333
France,1983,,0.6752,,29.55,,False,False,True,0.3333
France,1984,,0.6523,,28.78,,False,False,True,0.3333
France,1985,,0.6457,,27.56,,False,False,True,0.3333
France,1986,,0.6606,,14.43,,False,False,True,0.3333
France,1987,,0.6658,,18.44,,False,False,True,0.3333
France,1988,,0.6596,,14.92,,False,False,True,0.3333
France,1989,,0.6778,,18.23,,False,False,True,0.3333
France,1990,,0.6804,,23.73,,False,False,True,0.3333
France,1991,,0.73,,20.0,,False,False,True,0.3333
France,1992,,0.7282,,19.32,,False,False,True,0.3333
France,1993,,0.7041,,16.97,,False,False,True,0.3333
France,1994,,0.684,,15.82,,False,False,True,0.3333
France,1995,,0.6924,,17.02,,False,False,True,0.3333
France,1996,,0.707,,20.67,,False,False,True,0.3333
France,1997,,0.7099,,19.09,,False,False,True,0.3333
France,1998,,0.7369,,12.72,,False,False,True,0.3333
France,1999,,0.7402,,17.97,,False,False,True,0.3333
France,2000,,0.7271,,28.5,,False,False,True,0.3333
France,2001,,0.7293,,24.44,,False,False,True,0.3333
France,2002,,0.7099,,25.02,,False,False,True,0.3333
France,2003,,0.7107,,28.83,,False,False,True,0.3333
France,2004,,0.715,,38.27,,False,False,True,0.3333
France,2005,,0.7034,,54.52,,False,False,True,0.3333
France,2006,,0.7012,,65.14,,False,False,True,0.3333
France,2007,,0.6844,,72.39,,False,False,True,0.3333
France,2008,,0.6672,,97.26,,False,False,True,0.3333
France,2009,,0.6409,,61.67,,False,False,True,0.3333
France,2010,,0.6223,,79.5,,False,False,True,0.3333
France,2011,,0.6121,,111.26,,False,False,True,0.3333
France,2012,,0.5906,,111.67,,False,False,True,0.3333
France,2013,,0.5862,,108.66,,False,False,True,0.3333
France,2014,,0.5668,,98.95,,False,False,True,0.3333
France,2015,,0.5763,,52.39,,False,False,True,0.3333
France,2016,,0.5647,,43.73,,False,False,True,0.3333
France,2017,,0.5756,,54.19,,False,False,True,0.3333
France,2018,,0.5614,,71.31,,False,False,True,0.3333
France,2019,,0.5577,,64.21,,False,False,True,0.3333
France,2020,,0.4701,,41.84,,False,False,True,0.3333
France,2021,,0.5066,,70.91,,False,False,True,0.3333
France,2022,,0.504,,101.32,,False,False,True,0.3333
France,2023,,0.4979,,82.64,,False,False,True,0.3333
France,2024,,0.4963,,80.76,,False,False,True,0.3333
Gabon,1980,0.065,,0.5,36.83,7695.8596,True,True,False,0.6667
Gabon,1981,0.0558,,0.5,35.93,8953.353,True,True,False,0.6667
Gabon,1982,0.0569,,0.5,32.97,8781.1732,True,True,False,0.6667
Gabon,1983,0.0577,,0.5,29.55,8670.0191,True,True,False,0.6667
Gabon,1984,0.0635,,0.6,28.78,9447.3311,True,True,False,0.6667
Gabon,1985,0.0631,,0.7,27.56,11085.5966,True,True,False,0.6667
Gabon,1986,0.0606,,0.6,14.43,9902.6242,True,True,False,0.6667
Gabon,1987,0.0566,,1.0,18.44,17675.6518,True,True,False,0.6667
Gabon,1988,0.065,,0.9,14.92,13852.5473,True,True,False,0.6667
Gabon,1989,0.0748,,1.0,18.23,13364.5172,True,True,False,0.6667
Gabon,1990,0.0986,,0.9,23.73,9132.4201,True,True,False,0.6667
Gabon,1991,0.1077,,0.9,20.0,8358.4862,True,True,False,0.6667
Gabon,1992,0.1055,,0.8,19.32,7584.0167,True,True,False,0.6667
Gabon,1993,0.1113,,0.7,16.97,6287.8958,True,True,False,0.6667
Gabon,1994,0.123,,1.4,15.82,11381.6512,True,True,False,0.6667
Gabon,1995,0.1299,,1.5,17.02,11543.7894,True,True,False,0.6667
Gabon,1996,0.1332,,2.8,20.67,21017.0764,True,True,False,0.6667
Gabon,1997,0.1329,,2.7,19.09,20322.1436,True,True,False,0.6667
Gabon,1998,0.123,,2.6,12.72,21137.3521,True,True,False,0.6667
Gabon,1999,0.1241,,2.6,17.97,20950.8461,True,True,False,0.6667
Gabon,2000,0.1007,,2.4,28.5,23823.7046,True,True,False,0.6667
Gabon,2001,0.0956,,2.4,24.44,25096.727,True,True,False,0.6667
