Country,Year,Production_Mb,Consumption_Mb,Reserves_Gb,Price_Brent,R_to_P_Years,has_reserve,has_production,has_consumption,coverage_pct
Luxembourg,1994,,0.0146,,15.82,,False,False,True,0.3333
Luxembourg,1995,,0.0135,,17.02,,False,False,True,0.3333
Luxembourg,1996,,0.0142,,20.67,,False,False,True,0.3333
Luxembourg,1997,,0.015,,19.09,,False,False,True,0.3333
Luxembourg,1998,,0.0153,,12.72,,False,False,True,0.3333
Luxembourg,1999,,0.0164,,17.97,,False,False,True,0.3333
Luxembourg,2000,,0.0175,,28.5,,False,False,True,0.3333
Luxembourg,2001,,0.0186,,24.44,,False,False,True,0.3333
Luxembourg,2002,,0.019,,25.02,,False,False,True,0.3333
Luxembourg,2003,,0.0204,,28.83,,False,False,True,0.3333
Luxembourg,2004,,0.023,,38.27,,False,False,True,0.3333
Luxembourg,2005,,0.0237,,54.52,,False,False,True,0.3333
Luxembourg,2006,,0.0223,,65.14,,False,False,True,0.3333
Luxembourg,2007,,0.0219,,72.39,,False,False,True,0.3333
Luxembourg,2008,,0.0219,,97.26,,False,False,True,0.3333
Luxembourg,2009,,0.0204,,61.67,,False,False,True,0.3333
Luxembourg,2010,,0.0215,,79.5,,False,False,True,0.3333
Luxembourg,2011,,0.0219,,111.26,,False,False,True,0.3333
Luxembourg,2012,,0.0212,,111.67,,False,False,True,0.3333
Luxembourg,2013,,0.0208,,108.66,,False,False,True,0.3333
Luxembourg,2014,,0.0201,,98.95,,False,False,True,0.3333
Luxembourg,2015,,0.0197,,52.39,,False,False,True,0.3333
Luxembourg,2016,,0.0197,,43.73,,False,False,True,0.3333
Luxembourg,2017,,0.0208,,54.19,,False,False,True,0.3333
Luxembourg,2018,,0.0219,,71.31,,False,False,True,0.3333
Luxembourg,2019,,0.0223,,64.21,,False,False,True,0.3333
Luxembourg,2020,,0.0179,,41.84,,False,False,True,0.3333
Luxembourg,2021,,0.0193,,70.91,,False,False,True,0.3333
Luxembourg,2022,,0.0177,,101.32,,False,False,True,0.3333
Luxembourg,2023,,0.017,,82.64,,False,False,True,0.3333
Luxembourg,2024,,0.0176,,80.76,,False,False,True,0.3333
Malaysia,1980,0.1007,0.0591,1.5,36.83,14889.8154,True,True,True,1.0
Malaysia,1981,0.0945,0.0639,1.4,35.93,14809.3299,True,True,True,1.0
Malaysia,1982,0.111,0.0664,1.6,32.97,14419.6107,True,True,True,1.0
Malaysia,1983,0.1405,0.0715,1.9,29.55,13520.7258,True,True,True,1.0
Malaysia,1984,0.1628,0.0701,1.9,28.78,11671.4786,True,True,True,1.0
Malaysia,1985,0.1624,0.0694,1.9,27.56,11697.7066,True,True,True,1.0
Malaysia,1986,0.1825,0.0646,1.8,14.43,9863.0137,True,True,True,1.0
Malaysia,1987,0.1803,0.0664,1.8,18.44,9982.8074,True,True,True,1.0
Malaysia,1988,0.1971,0.0708,1.9,14.92,9639.7768,True,True,True,1.0
Malaysia,1989,0.215,0.0745,1.8,18.23,8372.6772,True,True,True,1.0
Malaysia,1990,0.227,0.0861,1.9,23.73,8368.938,True,True,True,1.0
Malaysia,1991,0.2365,0.0978,3.5,20.0,14797.9029,True,True,True,1.0
Malaysia,1992,0.2398,0.1146,3.8,19.32,15846.2084,True,True,True,1.0
Malaysia,1993,0.2354,0.1215,2.7,16.97,11468.6206,True,True,True,1.0
Malaysia,1994,0.2398,0.127,2.6,15.82,10842.1426,True,True,True,1.0
Malaysia,1995,0.257,0.1496,2.5,17.02,9729.1407,True,True,True,1.0
Malaysia,1996,0.2613,0.1613,2.4,20.67,9183.4392,True,True,True,1.0
Malaysia,1997,0.2606,0.1847,2.4,19.09,9209.1631,True,True,True,1.0
Malaysia,1998,0.2646,0.1705,2.1,12.72,7935.7581,True,True,True,1.0
Malaysia,1999,0.2522,0.169,2.1,17.97,8326.2296,True,True,True,1.0
Malaysia,2000,0.2643,0.181,2.1,28.5,7946.7191,True,True,True,1.0
Malaysia,2001,0.257,0.1975,2.7,24.44,10507.472,True,True,True,1.0
Malaysia,2002,0.2705,0.2154,2.9,25.02,10722.2746,True,True,True,1.0
Malaysia,2003,0.2778,0.2267,3.0,28.83,10800.4968,True,True,True,1.0
Malaysia,2004,0.2836,0.238,3.3,38.27,11635.902,True,True,True,1.0
Malaysia,2005,0.2708,0.2471,3.3,54.52,12184.7654,True,True,True,1.0
Malaysia,2006,0.2544,0.2405,2.7,65.14,10612.999,True,True,True,1.0
Malaysia,2007,0.2646,0.2555,3.4,72.39,12848.3703,True,True,True,1.0
Malaysia,2008,0.2654,0.2453,3.5,97.26,13189.8777,True,True,True,1.0
Malaysia,2009,0.2511,0.2475,3.6,61.67,14335.7757,True,True,True,1.0
Malaysia,2010,0.2675,0.2526,3.6,79.5,13455.6804,True,True,True,1.0
Malaysia,2011,0.2405,0.2555,3.7,111.26,15382.3768,True,True,True,1.0
Malaysia,2012,0.242,0.2778,3.7,111.67,15289.5721,True,True,True,1.0
Malaysia,2013,0.2289,0.2942,3.8,108.66,16604.4002,True,True,True,1.0
Malaysia,2014,0.2369,0.2931,3.6,98.95,15197.2476,True,True,True,1.0
Malaysia,2015,0.254,0.2752,3.0,52.39,11809.1639,True,True,True,1.0
Malaysia,2016,0.265,0.3059,2.8,43.73,10566.4365,True,True,True,1.0
Malaysia,2017,0.2621,0.2909,2.7,54.19,10302.5909,True,True,True,1.0
Malaysia,2018,0.2602,0.2942,2.7,71.31,10374.8391,True,True,True,1.0
Malaysia,2019,0.2453,0.3168,2.7,64.21,11007.8278,True,True,True,1.0
Malaysia,2020,0.2245,0.2661,2.7,41.84,12028.0655,True,True,True,1.0
Malaysia,2021,0.2084,0.2566,,70.91,,False,True,True,0.6667
Malaysia,2022,0.2048,0.3085,,101.32,,False,True,True,0.6667
Malaysia,2023,0.2033,0.3355,,82.64,,False,True,True,0.6667
Malaysia,2024,0.1953,0.3411,,80.76,,False,True,True,0.6667
Mexico,1980,0.7771,0.3913,47.2,36.83,60739.8161,True,True,True,1.0
Mexico,1981,0.9318,0.4365,52.9,35.93,56769.0979,True,True,True,1.0
Mexico,1982,1.0954,0.4581,55.0,32.97,50211.5733,True,True,True,1.0
Mexico,1983,1.0694,0.4482,55.0,29.55,51428.3043,True,True,True,1.0
Mexico,1984,1.0738,0.4719,29.8,28.78,27751.1338,True,True,True,1.0
Mexico,1985,1.0629,0.4953,29.4,27.56,27660.6955,True,True,True,1.0
Mexico,1986,1.0067,0.5088,29.0,14.43,28807.8516,True,True,True,1.0
Mexico,1987,1.0508,0.5285,28.5,18.44,27121.2893,True,True,True,1.0
Mexico,1988,1.0501,0.5238,27.9,14.92,26568.7717,True,True,True,1.0
Mexico,1989,1.0574,0.5614,27.3,18.23,25817.9222,True,True,True,1.0
Mexico,1990,1.0735,0.6147,26.9,23.73,25059.0378,True,True,True,1.0
Mexico,1991,1.1315,0.6366,26.7,20.0,23596.9951,True,True,True,1.0
Mexico,1992,1.1308,0.646,26.9,19.32,23789.0995,True,True,True,1.0
Mexico,1993,1.137,0.6446,26.6,16.97,23395.4133,True,True,True,1.0
Mexico,1994,1.1446,0.6858,26.0,15.82,22714.5653,True,True,True,1.0
Mexico,1995,1.1151,0.646,25.4,17.02,22778.7369,True,True,True,1.0
Mexico,1996,1.1936,0.6504,24.9,20.67,20862.134,True,True,True,1.0
Mexico,1997,1.2443,0.6712,39.0,19.09,31343.3016,True,True,True,1.0
Mexico,1998,1.2771,0.7048,41.1,12.72,32181.406,True,True,True,1.0
Mexico,1999,1.2235,0.7037,24.7,17.97,20188.3153,True,True,True,1.0
Mexico,2000,1.2614,0.7468,24.6,28.5,19501.5221,True,True,True,1.0
Mexico,2001,1.3023,0.7395,23.7,24.44,18198.2923,True,True,True,1.0
Mexico,2002,1.3114,0.7048,22.4,25.02,17080.3961,True,True,True,1.0
Mexico,2003,1.3852,0.7278,15.1,28.83,10901.1497,True,True,True,1.0
Mexico,2004,1.398,0.7614,14.1,38.27,10086.1976,True,True,True,1.0
Mexico,2005,1.3746,0.8121,12.9,54.52,9384.6165,True,True,True,1.0
Mexico,2006,1.3465,0.792,11.8,65.14,8763.5585,True,True,True,1.0
Mexico,2007,1.2698,0.8278,11.0,72.39,8662.5428,True,True,True,1.0
Mexico,2008,1.1552,0.8501,10.5,97.26,9089.1385,True,True,True,1.0
Mexico,2009,1.087,0.8172,10.4,61.67,9567.8814,True,True,True,1.0
Mexico,2010,1.08,0.7942,10.4,79.5,9629.3176,True,True,True,1.0
Mexico,2011,1.0731,0.8026,10.2,111.26,9505.1719,True,True,True,1.0
Mexico,2012,1.0625,0.8132,10.0,111.67,9411.6318,True,True,True,1.0
Mexico,2013,1.0494,0.7913,10.1,108.66,9624.7767,True,True,True,1.0
Mexico,2014,1.0162,0.7618,9.8,98.95,9644.1505,True,True,True,1.0
Mexico,2015,0.9443,0.7439,9.7,52.39,10272.6488,True,True,True,1.0
Mexico,2016,0.8964,0.761,7.6,43.73,8477.9796,True,True,True,1.0
Mexico,2017,0.8118,0.7439,7.0,54.19,8623.2384,True,True,True,1.0
Mexico,2018,0.7548,0.7001,6.5,71.31,8611.3246,True,True,True,1.0
Mexico,2019,0.7001,0.6636,6.1,64.21,8713.4144,True,True,True,1.0
Mexico,2020,0.6972,0.5847,6.1,41.84,8749.9103,True,True,True,1.0
Mexico,2021,0.703,0.646,,70.91,,False,True,True,0.6667
Mexico,2022,0.7092,0.705,,101.32,,False,True,True,0.6667
Mexico,2023,0.7446,0.6728,,82.64,,False,True,True,0.6667
Mexico,2024,0.6975,0.6765,,80.76,,False,True,True,0.6667
Middle Africa,1980,,0.0274,,36.83,,False,False,True,0.3333
Middle Africa,1981,,0.0292,,35.93,,False,False,True,0.3333
Middle Africa,1982,,0.0274,,32.97,,False,False,True,0.3333
Middle Africa,1983,,0.031,,29.55,,False,False,True,0.3333
Middle Africa,1984,,0.0285,,28.78,,False,False,True,0.3333
Middle Africa,1985,,0.0318,,27.56,,False,False,True,0.3333
Middle Africa,1986,,0.0307,,14.43,,False,False,True,0.3333
Middle Africa,1987,,0.0314,,18.44,,False,False,True,0.3333
Middle Africa,1988,,0.0328,,14.92,,False,False,True,0.3333
Middle Africa,1989,,0.0336,,18.23,,False,False,True,0.3333
Middle Africa,1990,,0.031,,23.73,,False,False,True,0.3333
Middle Africa,1991,,0.0296,,20.0,,False,False,True,0.3333
Middle Africa,1992,,0.0292,,19.32,,False,False,True,0.3333
Middle Africa,1993,,0.0303,,16.97,,False,False,True,0.3333
Middle Africa,1994,,0.0299,,15.82,,False,False,True,0.3333
Middle Africa,1995,,0.0292,,17.02,,False,False,True,0.3333
Middle Africa,1996,,0.0292,,20.67,,False,False,True,0.3333
Middle Africa,1997,,0.0303,,19.09,,False,False,True,0.3333
Middle Africa,1998,,0.0285,,12.72,,False,False,True,0.3333
Middle Africa,1999,,0.0303,,17.97,,False,False,True,0.3333
Middle Africa,2000,,0.0336,,28.5,,False,False,True,0.3333
Middle Africa,2001,,0.035,,24.44,,False,False,True,0.3333
Middle Africa,2002,,0.0372,,25.02,,False,False,True,0.3333
Middle Africa,2003,,0.0405,,28.83,,False,False,True,0.3333
Middle Africa,2004,,0.0431,,38.27,,False,False,True,0.3333
Middle Africa,2005,,0.0405,,54.52,,False,False,True,0.3333
Middle Africa,2006,,0.0464,,65.14,,False,False,True,0.3333
Middle Africa,2007,,0.0529,,72.39,,False,False,True,0.3333
Middle Africa,2008,,0.0595,,97.26,,False,False,True,0.3333
Middle Africa,2009,,0.0679,,61.67,,False,False,True,0.3333
Middle Africa,2010,,0.0715,,79.5,,False,False,True,0.3333
Middle Africa,2011,,0.0763,,111.26,,False,False,True,0.3333
Middle Africa,2012,,0.0872,,111.67,,False,False,True,0.3333
Middle Africa,2013,,0.0993,,108.66,,False,False,True,0.3333
Middle Africa,2014,,0.1048,,98.95,,False,False,True,0.3333
Middle Africa,2015,,0.1026,,52.39,,False,False,True,0.3333
Middle Africa,2016,,0.0945,,43.73,,False,False,True,0.3333
Middle Africa,2017,,0.0909,,54.19,,False,False,True,0.3333
Middle Africa,2018,,0.0916,,71.31,,False,False,True,0.3333
Middle Africa,2019,,0.0971,,64.21,,False,False,True,0.3333
Middle Africa,2020,,0.0825,,41.84,,False,False,True,0.3333
Middle Africa,2021,,0.0989,,70.91,,False,False,True,0.3333
Middle Africa,2022,,0.1041,,101.32,,False,False,True,0.3333
Middle Africa,2023,,0.1074,,82.64,,False,False,True,0.3333
Middle Africa,2024,,0.1087,,80.76,,False,False,True,0.3333
Morocco,1980,,0.0314,,36.83,,False,False,True,0.3333
Morocco,1981,,0.031,,35.93,,False,False,True,0.3333
Morocco,1982,,0.0325,,32.97,,False,False,True,0.3333
Morocco,1983,,0.0328,,29.55,,False,False,True,0.3333
Morocco,1984,,0.0339,,28.78,,False,False,True,0.3333
Morocco,1985,,0.0343,,27.56,,False,False,True,0.3333
Morocco,1986,,0.0339,,14.43,,False,False,True,0.3333
Morocco,1987,,0.0339,,18.44,,False,False,True,0.3333
Morocco,1988,,0.0365,,14.92,,False,False,True,0.3333
Morocco,1989,,0.0398,,18.23,,False,False,True,0.3333
Morocco,1990,,0.0412,,23.73,,False,False,True,0.3333
Morocco,1991,,0.0416,,20.0,,False,False,True,0.3333
Morocco,1992,,0.0489,,19.32,,False,False,True,0.3333
Morocco,1993,,0.05,,16.97,,False,False,True,0.3333
Morocco,1994,,0.0544,,15.82,,False,False,True,0.3333
Morocco,1995,,0.0522,,17.02,,False,False,True,0.3333
Morocco,1996,,0.0496,,20.67,,False,False,True,0.3333
Morocco,1997,,0.0529,,19.09,,False,False,True,0.3333
Morocco,1998,,0.0529,,12.72,,False,False,True,0.3333
Morocco,1999,,0.058,,17.97,,False,False,True,0.3333
Morocco,2000,,0.0548,,28.5,,False,False,True,0.3333
Morocco,2001,,0.0555,,24.44,,False,False,True,0.3333
Morocco,2002,,0.0573,,25.02,,False,False,True,0.3333
Morocco,2003,,0.0577,,28.83,,False,False,True,0.3333
Morocco,2004,,0.0664,,38.27,,False,False,True,0.3333
Morocco,2005,,0.0719,,54.52,,False,False,True,0.3333
Morocco,2006,,0.0734,,65.14,,False,False,True,0.3333
Morocco,2007,,0.077,,72.39,,False,False,True,0.3333
Morocco,2008,,0.0843,,97.26,,False,False,True,0.3333
Morocco,2009,,0.0858,,61.67,,False,False,True,0.3333
Morocco,2010,,0.0942,,79.5,,False,False,True,0.3333
Morocco,2011,,0.1004,,111.26,,False,False,True,0.3333
Morocco,2012,,0.1011,,111.67,,False,False,True,0.3333
Morocco,2013,,0.1029,,108.66,,False,False,True,0.3333
Morocco,2014,,0.0993,,98.95,,False,False,True,0.3333
Morocco,2015,,0.0978,,52.39,,False,False,True,0.3333
Morocco,2016,,0.1004,,43.73,,False,False,True,0.3333
Morocco,2017,,0.1062,,54.19,,False,False,True,0.3333
Morocco,2018,,0.1048,,71.31,,False,False,True,0.3333
Morocco,2019,,0.1069,,64.21,,False,False,True,0.3333
Morocco,2020,,0.0942,,41.84,,False,False,True,0.3333
Morocco,2021,,0.1062,,70.91,,False,False,True,0.3333
Morocco,2022,,0.109,,101.32,,False,False,True,0.3333
Morocco,2023,,0.1092,,82.64,,False,False,True,0.3333
Morocco,2024,,0.1153,,80.76,,False,False,True,0.3333
Netherlands,1980,,0.2847,,36.83,,False,False,True,0.3333
Netherlands,1981,,0.265,,35.93,,False,False,True,0.3333
Netherlands,1982,,0.2336,,32.97,,False,False,True,0.3333
Netherlands,1983,,0.2226,,29.55,,False,False,True,0.3333
Netherlands,1984,,0.2234,,28.78,,False,False,True,0.3333
Netherlands,1985,,0.227,,27.56,,False,False,True,0.3333
Netherlands,1986,,0.25,,14.43,,False,False,True,0.3333
Netherlands,1987,,0.2526,,18.44,,False,False,True,0.3333
Netherlands,1988,,0.2654,,14.92,,False,False,True,0.3333
Netherlands,1989,,0.2628,,18.23,,False,False,True,0.3333
Netherlands,1990,,0.2741,,23.73,,False,False,True,0.3333
Netherlands,1991,,0.2599,,20.0,,False,False,True,0.3333
Netherlands,1992,,0.2759,,19.32,,False,False,True,0.3333
Netherlands,1993,,0.2719,,16.97,,False,False,True,0.3333
Netherlands,1994,,0.2705,,15.82,,False,False,True,0.3333
Netherlands,1995,,0.2862,,17.02,,False,False,True,0.3333
Netherlands,1996,,0.284,,20.67,,False,False,True,0.3333
Netherlands,1997,,0.296,,19.09,,False,False,True,0.3333
Netherlands,1998,,0.2993,,12.72,,False,False,True,0.3333
Netherlands,1999,,0.3066,,17.97,,False,False,True,0.3333
Netherlands,2000,,0.3084,,28.5,,False,False,True,0.3333
Netherlands,2001,,0.3234,,24.44,,False,False,True,0.3333
Netherlands,2002,,0.3278,,25.02,,False,False,True,0.3333
Netherlands,2003,,0.3289,,28.83,,False,False,True,0.3333
Netherlands,2004,,0.3424,,38.27,,False,False,True,0.3333
Netherlands,2005,,0.3614,,54.52,,False,False,True,0.3333
Netherlands,2006,,0.3581,,65.14,,False,False,True,0.3333
Netherlands,2007,,0.3745,,72.39,,False,False,True,0.3333
Netherlands,2008,,0.3548,,97.26,,False,False,True,0.3333
Netherlands,2009,,0.3413,,61.67,,False,False,True,0.3333
Netherlands,2010,,0.3676,,79.5,,False,False,True,0.3333
Netherlands,2011,,0.3654,,111.26,,False,False,True,0.3333
Netherlands,2012,,0.3581,,111.67,,False,False,True,0.3333
Netherlands,2013,,0.3446,,108.66,,False,False,True,0.3333
Netherlands,2014,,0.3409,,98.95,,False,False,True,0.3333
Netherlands,2015,,0.334,,52.39,,False,False,True,0.3333
Netherlands,2016,,0.3402,,43.73,,False,False,True,0.3333
Netherlands,2017,,0.3427,,54.19,,False,False,True,0.3333
Netherlands,2018,,0.3347,,71.31,,False,False,True,0.3333
Netherlands,2019,,0.3238,,64.21,,False,False,True,0.3333
Netherlands,2020,,0.3088,,41.84,,False,False,True,0.3333
Netherlands,2021,,0.3088,,70.91,,False,False,True,0.3333
Netherlands,2022,,0.3013,,101.32,,False,False,True,0.3333
Netherlands,2023,,0.3046,,82.64,,False,False,True,0.3333
Netherlands,2024,,0.2864,,80.76,,False,False,True,0.3333
New Zealand,1980,,0.031,,36.83,,False,False,True,0.3333
New Zealand,1981,,0.0296,,35.93,,False,False,True,0.3333
New Zealand,1982,,0.0296,,32.97,,False,False,True,0.3333
New Zealand,1983,,0.0285,,29.55,,False,False,True,0.3333
New Zealand,1984,,0.0296,,28.78,,False,False,True,0.3333
New Zealand,1985,,0.0281,,27.56,,False,False,True,0.3333
New Zealand,1986,,0.0256,,14.43,,False,False,True,0.3333
New Zealand,1987,,0.0292,,18.44,,False,False,True,0.3333
New Zealand,1988,,0.0288,,14.92,,False,False,True,0.3333
New Zealand,1989,,0.0296,,18.23,,False,False,True,0.3333
New Zealand,1990,,0.0332,,23.73,,False,False,True,0.3333
New Zealand,1991,,0.0336,,20.0,,False,False,True,0.3333
New Zealand,1992,,0.0347,,19.32,,False,False,True,0.3333
New Zealand,1993,,0.0347,,16.97,,False,False,True,0.3333
New Zealand,1994,,0.0398,,15.82,,False,False,True,0.3333
New Zealand,1995,,0.0427,,17.02,,False,False,True,0.3333
New Zealand,1996,,0.0434,,20.67,,False,False,True,0.3333
New Zealand,1997,,0.0453,,19.09,,False,False,True,0.3333
New Zealand,1998,,0.046,,12.72,,False,False,True,0.3333
New Zealand,1999,,0.0467,,17.97,,False,False,True,0.3333
New Zealand,2000,,0.0474,,28.5,,False,False,True,0.3333
New Zealand,2001,,0.0485,,24.44,,False,False,True,0.3333
New Zealand,2002,,0.05,,25.02,,False,False,True,0.3333
New Zealand,2003,,0.0529,,28.83,,False,False,True,0.3333
New Zealand,2004,,0.0522,,38.27,,False,False,True,0.3333
New Zealand,2005,,0.0551,,54.52,,False,False,True,0.3333
New Zealand,2006,,0.0551,,65.14,,False,False,True,0.3333
New Zealand,2007,,0.0555,,72.39,,False,False,True,0.3333
New Zealand,2008,,0.0558,,97.26,,False,False,True,0.3333
New Zealand,2009,,0.0537,,61.67,,False,False,True,0.3333
New Zealand,2010,,0.054,,79.5,,False,False,True,0.3333
New Zealand,2011,,0.0551,,111.26,,False,False,True,0.3333
New Zealand,2012,,0.0544,,111.67,,False,False,True,0.3333
New Zealand,2013,,0.0551,,108.66,,False,False,True,0.3333
New Zealand,2014,,0.0562,,98.95,,False,False,True,0.3333
New Zealand,2015,,0.0584,,52.39,,False,False,True,0.3333
New Zealand,2016,,0.0602,,43.73,,False,False,True,0.3333
New Zealand,2017,,0.0635,,54.19,,False,False,True,0.3333
New Zealand,2018,,0.0639,,71.31,,False,False,True,0.3333
New Zealand,2019,,0.0653,,64.21,,False,False,True,0.3333
New Zealand,2020,,0.054,,41.84,,False,False,True,0.3333
New Zealand,2021,,0.054,,70.91,,False,False,True,0.3333
New Zealand,2022,,0.0535,,101.32,,False,False,True,0.3333
New Zealand,2023,,0.0572,,82.64,,False,False,True,0.3333
New Zealand,2024,,0.0577,,80.76,,False,False,True,0.3333
Nigeria,1980,0.7512,,16.7,36.83,22231.9848,True,True,False,0.6667
Nigeria,1981,0.5256,,16.5,35.93,31392.6941,True,True,False,0.6667
Nigeria,1982,0.4698,,16.8,32.97,35763.3234,True,True,False,0.6667
Nigeria,1983,0.4511,,16.6,29.55,36795.6732,True,True,False,0.6667
Nigeria,1984,0.5066,,16.7,28.78,32963.5624,True,True,False,0.6667
Nigeria,1985,0.5471,,16.6,27.56,30339.8613,True,True,False,0.6667
Nigeria,1986,0.5355,,16.1,14.43,30067.8862,True,True,False,0.6667
Nigeria,1987,0.4938,,16.0,18.44,32398.8296,True,True,False,0.6667
Nigeria,1988,0.5077,,16.0,14.92,31513.7429,True,True,False,0.6667
Nigeria,1989,0.6482,,16.0,18.23,24682.2165,True,True,False,0.6667
Nigeria,1990,0.6523,,17.1,23.73,26216.7404,True,True,False,0.6667
Nigeria,1991,0.7165,,20.0,20.0,27913.663,True,True,False,0.6667
Nigeria,1992,0.7417,,21.0,19.32,28314.0977,True,True,False,0.6667
Nigeria,1993,0.7366,,21.0,16.97,28510.5285,True,True,False,0.6667
Nigeria,1994,0.7059,,21.0,15.82,29748.8348,True,True,False,0.6667
Nigeria,1995,0.7114,,20.8,17.02,29238.7385,True,True,False,0.6667
Nigeria,1996,0.7194,,20.8,20.67,28912.3802,True,True,False,0.6667
Nigeria,1997,0.722,,20.8,19.09,28810.0614,True,True,False,0.6667
Nigeria,1998,0.7384,,22.5,12.72,30471.4956,True,True,False,0.6667
Nigeria,1999,0.6917,,29.0,17.97,41927.2057,True,True,False,0.6667
Nigeria,2000,0.7935,,29.0,28.5,36546.4833,True,True,False,0.6667
Nigeria,2001,0.7873,,31.5,24.44,40009.9072,True,True,False,0.6667
Nigeria,2002,0.7121,,34.3,25.02,48166.3776,True,True,False,0.6667
Nigeria,2003,0.8391,,35.3,28.83,42067.1287,True,True,False,0.6667
Nigeria,2004,0.9078,,35.9,38.27,39548.116,True,True,False,0.6667
Nigeria,2005,0.9059,,36.2,54.52,39958.9372,True,True,False,0.6667
Nigeria,2006,0.8654,,37.2,65.14,42985.1574,True,True,False,0.6667
Nigeria,2007,0.8048,,37.2,72.39,46221.2282,True,True,False,0.6667
Nigeria,2008,0.7924,,37.2,97.26,46945.0982,True,True,False,0.6667
Nigeria,2009,0.8063,,37.2,61.67,46137.532,True,True,False,0.6667
Nigeria,2010,0.9238,,37.2,79.5,40267.8025,True,True,False,0.6667
Nigeria,2011,0.8975,,36.2,111.26,40332.689,True,True,False,0.6667
Nigeria,2012,0.8793,,37.1,111.67,42193.373,True,True,False,0.6667
Nigeria,2013,0.8307,,37.1,108.66,44658.9787,True,True,False,0.6667
Nigeria,2014,0.8296,,37.4,98.95,45079.522,True,True,False,0.6667
Nigeria,2015,0.8026,,37.1,52.39,46222.7538,True,True,False,0.6667
Nigeria,2016,0.6928,,37.5,43.73,54130.5195,True,True,False,0.6667
Nigeria,2017,0.7176,,37.5,54.19,52258.2533,True,True,False,0.6667
Nigeria,2018,0.73,,37.0,71.31,50684.9315,True,True,False,0.6667
Nigeria,2019,0.7639,,36.9,64.21,48301.9066,True,True,False,0.6667
Nigeria,2020,0.6913,,36.9,41.84,53376.9221,True,True,False,0.6667
Nigeria,2021,0.6125,,,70.91,,False,True,False,0.3333
Nigeria,2022,0.5274,,,101.32,,False,True,False,0.3333
Nigeria,2023,0.5621,,,82.64,,False,True,False,0.3333
Nigeria,2024,0.599,,,80.76,,False,True,False,0.3333
North Macedonia,1980,,,,36.83,,False,False,False,0.0
North Macedonia,1981,,,,35.93,,False,False,False,0.0
North Macedonia,1982,,,,32.97,,False,False,False,0.0
North Macedonia,1983,,,,29.55,,False,False,False,0.0
North Macedonia,1984,,,,28.78,,False,False,False,0.0
North Macedonia,1985,,,,27.56,,False,False,False,0.0
North Macedonia,1986,,,,14.43,,False,False,False,0.0
North Macedonia,1987,,,,18.44,,False,False,False,0.0
North Macedonia,1988,,,,14.92,,False,False,False,0.0
North Macedonia,1989,,,,18.23,,False,False,False,0.0
North Macedonia,1990,,0.0077,,23.73,,False,False,True,0.3333
North Macedonia,1991,,0.0069,,20.0,,False,False,True,0.3333
North Macedonia,1992,,0.0073,,19.32,,False,False,True,0.3333
North Macedonia,1993,,0.008,,16.97,,False,False,True,0.3333
North Macedonia,1994,,0.0062,,15.82,,False,False,True,0.3333
North Macedonia,1995,,0.0058,,17.02,,False,False,True,0.3333
North Macedonia,1996,,0.0088,,20.67,,False,False,True,0.3333
North Macedonia,1997,,0.0077,,19.09,,False,False,True,0.3333
North Macedonia,1998,,0.0069,,12.72,,False,False,True,0.3333
North Macedonia,1999,,0.0069,,17.97,,False,False,True,0.3333
North Macedonia,2000,,0.0069,,28.5,,False,False,True,0.3333
North Macedonia,2001,,0.0058,,24.44,,False,False,True,0.3333
North Macedonia,2002,,0.0066,,25.02,,False,False,True,0.3333
North Macedonia,2003,,0.0062,,28.83,,False,False,True,0.3333
North Macedonia,2004,,0.0062,,38.27,,False,False,True,0.3333
North Macedonia,2005,,0.0066,,54.52,,False,False,True,0.3333
North Macedonia,2006,,0.0069,,65.14,,False,False,True,0.3333
North Macedonia,2007,,0.0077,,72.39,,False,False,True,0.3333
North Macedonia,2008,,0.0069,,97.26,,False,False,True,0.3333
North Macedonia,2009,,0.0069,,61.67,,False,False,True,0.3333
North Macedonia,2010,,0.0069,,79.5,,False,False,True,0.3333
North Macedonia,2011,,0.0073,,111.26,,False,False,True,0.3333
North Macedonia,2012,,0.0069,,111.67,,False,False,True,0.3333
North Macedonia,2013,,0.0069,,108.66,,False,False,True,0.3333
North Macedonia,2014,,0.0069,,98.95,,False,False,True,0.3333
North Macedonia,2015,,0.0073,,52.39,,False,False,True,0.3333
North Macedonia,2016,,0.0084,,43.73,,False,False,True,0.3333
North Macedonia,2017,,0.008,,54.19,,False,False,True,0.3333
North Macedonia,2018,,0.0084,,71.31,,False,False,True,0.3333
North Macedonia,2019,,0.0084,,64.21,,False,False,True,0.3333
North Macedonia,2020,,0.0077,,41.84,,False,False,True,0.3333
North Macedonia,2021,,0.008,,70.91,,False,False,True,0.3333
North Macedonia,2022,,0.0088,,101.32,,False,False,True,0.3333
North Macedonia,2023,,0.0088,,82.64,,False,False,True,0.3333
North Macedonia,2024,,0.0089,,80.76,,False,False,True,0.3333
Norway,1980,0.1927,0.0726,4.0,36.83,20755.5002,True,True,True,1.0
Norway,1981,0.1869,0.0679,4.0,35.93,21404.1096,True,True,True,1.0
Norway,1982,0.1942,0.0657,3.8,32.97,19569.4716,True,True,True,1.0
Norway,1983,0.2413,0.0642,4.9,29.55,20309.6181,True,True,True,1.0
Norway,1984,0.2745,0.0675,5.0,28.78,18216.2635,True,True,True,1.0
